Tipo_de_Moradia,Bairro,Area,Quartos,Banheiros,Vagas,Preco,Condominio,Aceita_Animais,Area_de_Servico,Churrasqueira,Elevador,Varanda,Piscina,Condominio_Fechado,Espaco_Gourmet,Portao_Eletronico,Quintal_ou_Jardim
Apartamento,Santa Helena,65.0,2.0,1.0,1.0,384000,220.0,True,True,False,True,True,False,False,True,False,False
Apartamento,Santa Helena,122.0,2.0,2.0,2.0,680000,335.0,False,False,True,False,True,False,False,True,False,False
Apartamento,Santa Helena,50.0,2.0,1.0,1.0,306000,,True,True,False,True,False,False,False,False,False,True
Apartamento,Santa Helena,224.0,4.0,3.0,2.0,820000,1375.0,False,False,False,True,False,False,False,False,True,False
Apartamento,Santa Helena,69.0,2.0,1.0,1.0,504000,312.0,False,False,False,False,True,False,False,True,False,False
Apartamento,Santa Helena,104.0,3.0,2.0,1.0,399000,340.0,True,True,False,False,False,False,False,False,False,False
Apartamento,Santa Helena,72.0,2.0,1.0,1.0,299000,180.0,True,True,False,True,False,False,False,False,False,False
Apartamento,Santa Helena,85.0,3.0,1.0,1.0,285000,200.0,True,False,False,False,False,False,False,False,False,True
Apartamento,Santa Helena,76.0,2.0,2.0,2.0,779900,,False,False,True,True,False,True,False,True,False,False
Apartamento,Santa Helena,90.0,3.0,1.0,1.0,355000,220.0,True,False,False,False,False,False,False,False,False,False
Apartamento,Santa Helena,151.0,2.0,3.0,3.0,1049900,,False,False,True,False,True,True,False,True,False,False
Apartamento,Santa Helena,76.0,2.0,1.0,2.0,779900,,False,False,True,False,False,False,False,True,False,False
Apartamento,Santa Helena,65.0,2.0,2.0,1.0,379000,260.0,False,True,False,False,False,False,False,False,False,False
Apartamento,Santa Helena,130.0,3.0,3.0,2.0,825000,,False,False,False,True,True,False,False,True,True,True
Apartamento,Santa Helena,70.0,2.0,1.0,1.0,239900,250.0,True,False,False,False,True,False,True,False,False,True
Apartamento,Santa Helena,154.0,2.0,2.0,3.0,1049900,,False,False,True,True,True,True,False,False,False,False
Apartamento,Santa Helena,86.0,3.0,1.0,2.0,579000,250.0,False,False,False,False,True,False,False,True,False,False
Apartamento,Santa Helena,65.0,2.0,1.0,1.0,439000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Centro,84.0,2.0,2.0,2.0,599690,550.0,False,False,True,False,False,True,True,True,False,False
Apartamento,Centro,144.0,3.0,3.0,1.0,650000,780.0,False,False,True,True,True,True,True,False,False,False
Apartamento,Centro,81.0,2.0,2.0,1.0,330000,380.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Centro,100.0,3.0,2.0,,280000,260.0,True,True,False,False,False,False,False,False,False,False
Apartamento,Centro,110.0,3.0,1.0,2.0,798304,,False,False,False,False,True,False,False,True,False,False
Apartamento,Centro,82.0,3.0,3.0,,330000,337.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Centro,82.0,3.0,2.0,1.0,522000,472.0,True,False,False,True,False,False,False,False,False,False
Apartamento,Centro,52.0,1.0,2.0,,189000,491.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Centro,10.0,3.0,1.0,,173982,,False,False,False,False,False,False,False,False,False,False
Apartamento,Centro,157.0,3.0,3.0,2.0,990000,280.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Centro,97.0,3.0,2.0,1.0,395000,640.0,True,False,False,True,False,False,False,False,True,False
Apartamento,Centro,88.0,2.0,2.0,,270000,250.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Centro,50.0,2.0,1.0,,190000,346.0,True,False,False,False,False,False,True,False,True,False
Apartamento,Centro,112.0,3.0,2.0,,260000,260.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Centro,72.0,2.0,2.0,,230000,260.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Centro,155.0,3.0,3.0,1.0,495000,1115.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Centro,70.0,2.0,2.0,,220000,400.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Centro,144.0,3.0,3.0,1.0,640000,865.0,False,False,True,True,True,True,True,False,False,False
Apartamento,Centro,40.0,1.0,1.0,,140000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Centro,116.0,3.0,2.0,,339900,332.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Centro,120.0,3.0,2.0,1.0,399900,270.0,True,False,False,False,False,False,False,False,False,False
Apartamento,Centro,66.0,1.0,1.0,1.0,230000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Centro,60.0,2.0,1.0,,185000,186.0,True,False,False,False,False,False,False,False,False,False
Apartamento,Centro,90.0,1.0,1.0,1.0,400000,800.0,False,False,True,True,True,False,True,False,False,False
Apartamento,Centro,120.0,3.0,3.0,2.0,840000,970.0,False,False,True,True,True,True,True,False,False,False
Apartamento,Centro,57.0,1.0,1.0,1.0,225000,380.0,False,False,False,False,False,False,True,False,True,False
Apartamento,Centro,58.0,2.0,1.0,,320000,443.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Centro,70.0,2.0,1.0,,250000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Centro,227.0,4.0,3.0,3.0,1790000,890.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Centro,53.0,2.0,2.0,,280000,380.0,False,False,False,True,False,False,False,False,False,False
Apartamento,Paineiras,73.0,2.0,2.0,,250000,250.0,True,False,False,False,False,False,False,False,True,False
Apartamento,Paineiras,53.0,2.0,1.0,,179000,235.0,True,False,False,False,False,False,True,False,True,False
Apartamento,Paineiras,97.0,2.0,2.0,1.0,330000,220.0,False,True,False,False,False,False,False,False,False,False
Apartamento,Paineiras,119.0,3.0,2.0,1.0,310000,550.0,True,True,False,False,False,False,False,False,True,False
Apartamento,Paineiras,90.0,3.0,1.0,1.0,270000,150.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Paineiras,55.0,2.0,1.0,1.0,160000,210.0,False,True,False,False,False,False,False,False,False,False
Apartamento,Paineiras,85.0,3.0,1.0,2.0,429000,287.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Paineiras,130.0,3.0,2.0,,279900,270.0,True,False,False,False,False,False,False,False,False,False
Apartamento,Paineiras,74.0,2.0,1.0,1.0,240000,245.0,True,True,False,False,False,False,False,False,False,False
Apartamento,Paineiras,67.0,2.0,1.0,1.0,325000,265.0,True,False,False,False,False,False,False,False,False,False
Apartamento,Paineiras,77.0,2.0,1.0,1.0,295000,224.0,True,False,False,False,False,False,False,False,False,False
Apartamento,Paineiras,67.0,2.0,1.0,1.0,309000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Paineiras,81.0,2.0,1.0,1.0,270000,196.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Paineiras,63.0,2.0,1.0,,148000,32.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Paineiras,63.0,1.0,1.0,1.0,200000,151.0,True,True,False,False,False,False,False,False,False,False
Apartamento,Paineiras,90.0,3.0,1.0,1.0,239900,230.0,True,True,False,False,False,False,False,False,False,False
Apartamento,Paineiras,75.0,2.0,2.0,1.0,230000,280.0,True,True,False,False,False,False,False,False,False,True
Apartamento,Paineiras,70.0,3.0,1.0,1.0,220000,366.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Paineiras,58.0,2.0,2.0,,249000,150.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Paineiras,81.0,2.0,1.0,,140000,236.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Paineiras,68.0,2.0,1.0,1.0,235000,222.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Paineiras,86.0,2.0,2.0,1.0,350000,185.0,True,False,False,False,False,False,True,False,False,False
Apartamento,Paineiras,64.0,2.0,1.0,1.0,250000,201.0,False,False,False,False,False,False,False,False,True,False
Apartamento,Paineiras,70.0,2.0,2.0,1.0,189000,168.0,True,True,False,False,True,False,False,False,False,False
Apartamento,Paineiras,63.0,2.0,1.0,,148000,150.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Paineiras,77.0,2.0,1.0,1.0,295000,224.0,True,False,False,False,False,False,False,False,False,False
Apartamento,Paineiras,65.0,2.0,1.0,,165000,,True,False,False,False,False,False,False,False,False,False
Apartamento,Paineiras,65.0,3.0,1.0,1.0,239000,194.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Paineiras,55.0,2.0,1.0,,200000,265.0,True,True,False,False,False,False,True,False,False,True
Apartamento,Paineiras,66.0,2.0,2.0,1.0,309000,1.0,False,False,False,False,False,False,False,False,False,False
Casa,Paineiras,300.0,3.0,3.0,,525000,,True,True,False,False,False,False,False,False,False,False
Casa,Paineiras,260.0,4.0,5.0,2.0,1220000,,True,False,False,False,True,False,False,True,False,False
Casa,Paineiras,300.0,3.0,2.0,1.0,599000,,True,True,False,False,False,False,False,False,False,False
Casa,Paineiras,207.0,3.0,4.0,3.0,1220000,,False,False,True,False,False,False,False,True,False,False
Casa,Paineiras,207.0,3.0,3.0,2.0,1220000,,False,False,False,False,False,False,False,False,False,False
Casa,Paineiras,354.0,3.0,4.0,2.0,1220000,,False,False,True,False,False,False,False,True,False,False
Casa,Paineiras,160.0,4.0,5.0,2.0,1390000,,False,False,False,False,True,False,False,False,False,True
Casa,Paineiras,207.0,3.0,4.0,2.0,1220000,,False,False,False,False,False,False,False,True,False,False
Casa,Paineiras,225.0,3.0,4.0,4.0,1390000,,True,False,True,False,True,False,False,False,False,False
Casa,Paineiras,207.0,3.0,5.0,2.0,1220000,,True,True,False,False,True,False,False,True,False,True
Casa,Paineiras,200.0,4.0,3.0,5.0,851000,,False,False,False,False,False,False,False,False,False,False
Casa,Paineiras,354.0,4.0,3.0,2.0,1220000,,False,False,True,False,False,False,False,True,False,True
Casa,Paineiras,290.0,6.0,3.0,1.0,800000,,False,False,False,False,False,False,False,False,False,False
Casa,Paineiras,207.0,3.0,3.0,2.0,1220000,,True,True,True,False,True,False,False,True,False,False
Casa,Paineiras,300.0,6.0,4.0,1.0,850000,,True,True,False,False,True,False,False,False,False,False
Casa,Paineiras,207.0,3.0,5.0,2.0,1220000,,True,True,False,False,False,False,False,False,False,True
Casa,Paineiras,207.0,3.0,4.0,3.0,1220000,,True,False,False,False,True,False,False,False,False,False
Casa,Paineiras,660.0,6.0,6.0,5.0,5000000,,False,False,False,False,False,False,False,False,False,False
Casa,Paineiras,135.0,4.0,2.0,6.0,1800000,,False,False,False,False,False,False,False,False,False,False
Casa,Marilândia,120.0,3.0,3.0,2.0,560000,,True,True,False,False,False,False,False,False,False,True
Casa,Marilândia,120.0,3.0,2.0,2.0,540000,,False,False,False,False,False,False,False,False,False,False
Casa,Marilândia,180.0,3.0,4.0,2.0,690000,,False,False,False,False,False,False,False,False,False,False
Casa,Marilândia,150.0,3.0,3.0,2.0,629000,,False,False,False,False,False,False,False,True,False,True
Casa,Marilândia,150.0,3.0,1.0,3.0,620000,,True,False,False,False,False,False,True,True,True,False
Casa,Marilândia,125.0,3.0,2.0,2.0,650000,100.0,True,True,False,False,False,False,True,False,False,False
Casa,Marilândia,150.0,3.0,1.0,3.0,680000,,True,False,True,False,False,False,True,True,False,False
Casa,Marilândia,136.0,3.0,3.0,2.0,630000,100.0,True,True,False,False,True,False,False,False,False,False
Casa,Marilândia,100.0,2.0,3.0,1.0,409000,30.0,False,False,False,False,False,False,False,False,False,False
Casa,Marilândia,136.0,3.0,2.0,3.0,299000,,True,False,False,False,True,False,False,False,False,False
Casa,Marilândia,180.0,3.0,5.0,2.0,649000,,False,False,False,False,False,False,False,False,False,False
Casa,Marilândia,140.0,3.0,3.0,2.0,685000,,False,False,False,False,False,False,False,False,False,False
Casa,Marilândia,100.0,2.0,2.0,2.0,409000,,True,False,False,False,True,False,False,True,False,True
Casa,Marilândia,130.0,3.0,3.0,2.0,498000,,True,True,False,False,True,False,False,False,False,True
Casa,Marilândia,125.0,3.0,2.0,2.0,545000,,True,False,False,False,True,False,False,False,False,False
Casa,Marilândia,145.0,3.0,3.0,2.0,680000,,False,False,False,False,False,False,False,False,False,True
Casa,Marilândia,120.0,3.0,3.0,2.0,539000,,True,True,False,False,True,False,False,False,False,False
Casa,Marilândia,150.0,3.0,1.0,3.0,650000,,True,False,True,False,False,False,True,True,False,False
Casa,Marilândia,70.0,2.0,2.0,1.0,240000,,True,True,False,False,True,False,False,False,False,False
Casa,Marilândia,51.0,2.0,1.0,1.0,239999,,True,True,False,False,True,False,False,False,False,False
Casa,Marilândia,136.0,3.0,3.0,3.0,630000,,False,False,False,False,True,False,False,True,False,False
Casa,Marilândia,160.0,3.0,4.0,3.0,680000,30.0,False,True,False,False,True,False,False,False,False,False
Casa,Marilândia,180.0,3.0,3.0,5.0,690000,,False,False,False,False,False,False,False,False,False,False
Casa,Marilândia,51.0,2.0,1.0,1.0,239900,,True,True,False,False,False,False,False,False,False,False
Casa,Marilândia,150.0,3.0,2.0,2.0,545000,,False,False,False,False,False,False,False,False,False,False
Casa,Marilândia,180.0,3.0,2.0,2.0,545000,,True,True,False,False,True,False,False,False,False,True
Casa,Marilândia,180.0,3.0,2.0,2.0,685000,1.0,False,False,False,False,False,False,False,False,True,False
Casa,Marilândia,140.0,3.0,3.0,2.0,685000,,False,True,False,False,False,False,False,False,False,False
Casa,Marilândia,120.0,3.0,3.0,2.0,540000,,False,False,False,False,False,False,False,False,False,False
Casa,Marilândia,325.0,3.0,3.0,2.0,685000,,False,False,False,False,False,False,False,False,False,True
Casa,Marilândia,51.0,2.0,1.0,1.0,239900,,False,False,False,False,False,False,False,False,False,False
Casa,Marilândia,140.0,3.0,3.0,2.0,685000,1.0,True,True,False,False,True,False,False,True,False,False
Casa,Marilândia,150.0,3.0,3.0,2.0,419900,160.0,True,True,False,False,False,False,True,False,False,True
Casa,Marilândia,220.0,3.0,3.0,4.0,775000,,True,True,False,False,True,False,False,False,False,True
Apartamento,Marilândia,58.0,2.0,1.0,1.0,175000,210.0,True,True,True,True,False,True,False,False,False,False
Apartamento,Marilândia,52.0,2.0,1.0,1.0,199900,1.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Marilândia,86.0,2.0,1.0,1.0,290000,190.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Marilândia,58.0,2.0,1.0,1.0,128000,180.0,False,False,False,False,False,True,False,False,False,False
Apartamento,Marilândia,40.0,2.0,1.0,1.0,170000,245.0,True,False,False,True,False,True,True,True,False,False
Apartamento,Marilândia,60.0,2.0,1.0,1.0,196000,,True,False,False,True,False,False,False,False,True,False
Apartamento,Marilândia,87.0,2.0,1.0,1.0,215000,180.0,True,True,False,False,True,False,False,False,False,False
Apartamento,Marilândia,60.0,2.0,1.0,1.0,190000,232.0,True,True,False,False,False,False,False,False,False,False
Apartamento,Marilândia,58.0,2.0,1.0,1.0,145000,10.0,True,True,False,False,False,False,True,False,False,False
Apartamento,Marilândia,55.0,2.0,1.0,1.0,196000,250.0,True,False,False,False,False,False,False,False,True,False
Apartamento,Marilândia,57.0,2.0,1.0,1.0,129900,187.0,True,False,False,True,False,True,False,False,False,True
Apartamento,Marilândia,58.0,2.0,1.0,,159900,189.0,True,False,False,True,False,True,True,False,False,False
Apartamento,Marilândia,45.0,2.0,1.0,1.0,165000,220.0,False,False,True,False,False,True,True,True,False,True
Apartamento,Marilândia,58.0,2.0,1.0,1.0,175000,210.0,False,False,True,True,False,True,True,False,False,False
Apartamento,Marilândia,77.0,2.0,1.0,1.0,229000,200.0,True,True,False,False,True,False,False,True,False,False
Apartamento,Marilândia,40.0,2.0,1.0,1.0,150000,243.0,True,False,True,False,False,True,True,False,False,False
Apartamento,Marilândia,55.0,2.0,1.0,1.0,196000,1.0,True,False,False,True,False,False,False,False,True,False
Apartamento,Marilândia,71.0,2.0,1.0,1.0,200000,180.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Marilândia,10.0,2.0,1.0,1.0,101418,,False,False,False,False,False,False,False,False,False,False
Apartamento,Marilândia,50.0,2.0,1.0,1.0,190000,187.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Marilândia,77.0,2.0,1.0,1.0,229000,226.0,True,True,False,False,True,False,True,False,False,False
Apartamento,Marilândia,64.0,2.0,1.0,1.0,180000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Marilândia,50.0,2.0,1.0,1.0,205000,180.0,True,False,False,True,False,False,False,False,False,False
Apartamento,Marilândia,45.0,2.0,1.0,1.0,165000,185.0,False,False,True,True,False,True,False,False,False,False
Apartamento,Marilândia,50.0,2.0,1.0,1.0,210000,130.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Marilândia,100.0,3.0,2.0,1.0,360000,,True,False,False,True,False,False,False,False,True,False
Apartamento,Marilândia,50.0,2.0,1.0,1.0,145000,200.0,True,False,False,True,False,True,True,True,False,False
Apartamento,Marilândia,40.0,2.0,1.0,1.0,160000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Marilândia,58.0,2.0,1.0,1.0,196000,,True,False,False,True,False,False,False,False,True,False
Apartamento,Marilândia,65.0,2.0,1.0,1.0,170000,228.0,True,False,False,False,False,False,False,False,False,True
Apartamento,Marilândia,57.0,2.0,1.0,1.0,185000,180.0,False,True,True,True,False,True,False,False,False,False
Apartamento,Marilândia,57.0,2.0,1.0,1.0,200000,207.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Marilândia,50.0,2.0,1.0,1.0,190000,220.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Marilândia,45.0,2.0,1.0,1.0,130000,65.0,True,False,True,True,False,True,True,False,False,False
Apartamento,Marilândia,53.0,2.0,1.0,1.0,185000,162.0,True,False,True,False,False,True,True,False,False,False
Apartamento,São Mateus,60.0,2.0,2.0,,150000,50.0,False,False,False,False,False,False,False,False,False,False
Apartamento,São Mateus,153.0,3.0,3.0,2.0,485000,780.0,True,False,False,True,True,False,False,False,False,False
Apartamento,São Mateus,60.0,2.0,2.0,1.0,275000,290.0,False,False,False,False,False,False,False,False,True,False
Apartamento,São Mateus,112.0,2.0,3.0,2.0,620000,757210.0,False,False,False,True,True,False,False,True,False,False
Apartamento,São Mateus,250.0,4.0,4.0,5.0,460000,,False,False,False,False,False,False,False,False,False,False
Apartamento,São Mateus,98.0,2.0,2.0,1.0,420000,430.0,False,False,False,False,False,False,False,False,False,False
Apartamento,São Mateus,143.0,3.0,2.0,1.0,650000,626.0,True,True,False,True,False,False,False,False,False,False
Apartamento,São Mateus,89.0,2.0,3.0,2.0,780000,,False,False,False,True,False,False,False,False,False,False
Apartamento,São Mateus,110.0,3.0,2.0,1.0,359000,270.0,True,False,False,False,False,False,False,False,False,False
Apartamento,São Mateus,74.0,2.0,2.0,1.0,245000,140.0,False,False,False,False,False,False,False,False,False,False
Apartamento,São Mateus,78.0,2.0,1.0,1.0,285000,290.0,True,False,False,False,False,False,True,False,False,False
Apartamento,São Mateus,68.0,2.0,1.0,,179990,280.0,False,False,False,False,False,False,False,False,False,False
Apartamento,São Mateus,70.0,2.0,1.0,1.0,250000,190.0,False,False,False,False,False,False,False,False,False,False
Casa,Bairu,360.0,3.0,3.0,2.0,550000,,True,True,False,False,True,False,False,False,False,False
Casa,Bairu,200.0,6.0,1.0,4.0,850000,,True,False,False,False,False,False,False,False,False,False
Casa,Bairu,127.0,3.0,3.0,,450000,,False,False,False,False,False,False,False,False,False,False
Casa,Bairu,90.0,3.0,2.0,,825000,,True,True,False,False,True,False,False,True,False,True
Casa,Bairu,153.0,3.0,3.0,1.0,530000,,False,False,False,False,False,False,False,False,False,False
Casa,Bairu,131.0,4.0,3.0,,449000,,False,False,False,False,True,False,False,False,False,True
Casa,Bairu,150.0,3.0,3.0,3.0,985000,,False,False,False,False,False,False,False,False,False,False
Casa,Bairu,331.0,6.0,3.0,2.0,700000,,True,True,False,False,True,False,False,False,False,True
Casa,Bairu,96.0,3.0,2.0,2.0,520000,,False,False,False,False,False,False,False,False,False,False
Casa,Bairu,88.0,3.0,2.0,1.0,339000,,True,False,False,False,True,False,False,False,False,False
Casa,Bairu,260.0,4.0,2.0,2.0,780000,,True,True,False,False,True,False,False,False,False,True
Casa,Bairu,180.0,,2.0,4.0,850000,,False,False,False,False,False,False,False,False,False,False
Casa,Bairu,198.0,4.0,2.0,4.0,850000,,True,True,False,False,True,False,False,False,False,True
Casa,Bairu,83.0,3.0,3.0,2.0,580000,,False,False,False,False,False,False,False,False,False,False
Casa,Bairu,536.0,6.0,8.0,7.0,1700000,,True,False,True,False,False,True,False,True,False,True
Casa,Bairu,150.0,3.0,2.0,3.0,985000,,False,False,False,False,False,False,False,False,False,False
Casa,Bairu,150.0,3.0,2.0,2.0,985000,,False,False,False,False,False,False,False,False,False,False
Casa,Bairu,560.0,4.0,2.0,4.0,1590000,,False,False,True,False,True,True,False,False,False,False
Casa,Bairu,420.0,4.0,4.0,3.0,1350000,,True,True,False,False,True,False,False,True,False,True
Casa,Bairu,242.0,4.0,4.0,4.0,1150000,,True,True,False,False,True,False,False,False,False,True
Casa,Bairu,150.0,4.0,3.0,3.0,985000,1.0,True,False,True,False,False,False,False,True,False,True
Casa,Bairu,500.0,6.0,2.0,,1200000,,True,True,False,False,True,False,False,False,False,True
Casa,Bairu,302.0,4.0,4.0,9.0,799000,,False,False,False,False,False,True,False,False,False,True
Casa,Bairu,296.0,4.0,3.0,4.0,849900,,True,True,False,False,True,False,False,False,False,True
Casa,Bairu,120.0,3.0,1.0,2.0,610000,,False,False,False,False,False,False,False,False,False,False
Casa,Bairu,120.0,5.0,2.0,3.0,600000,,False,False,False,False,False,False,False,False,False,False
Casa,Bairu,168.0,3.0,1.0,1.0,395000,,False,False,False,False,False,False,False,False,False,False
Casa,Bairu,250.0,3.0,3.0,3.0,985000,,True,True,False,False,True,False,False,False,False,False
Casa,Bairu,450.0,5.0,5.0,2.0,1200000,,False,False,False,False,False,False,False,False,False,False
Casa,Bairu,240.0,4.0,3.0,1.0,1290000,,True,False,False,False,False,False,False,False,False,True
Casa,Bairu,101.0,7.0,3.0,1.0,700000,,True,False,False,False,False,False,False,False,True,True
Casa,Bairu,220.0,3.0,4.0,2.0,480000,,False,True,False,False,False,False,False,False,False,False
Casa,Bairu,150.0,3.0,2.0,2.0,750000,,True,False,False,False,True,False,False,False,False,False
Casa,Bairu,96.0,3.0,1.0,1.0,340000,,False,False,False,False,False,False,False,False,False,False
Casa,Bairu,150.0,3.0,3.0,3.0,985000,,False,False,True,False,False,False,False,True,False,True
Casa,Bairu,210.0,3.0,2.0,2.0,450000,,True,True,False,False,False,False,False,False,False,False
Apartamento,Bairu,100.0,3.0,1.0,2.0,350000,350.0,True,False,False,False,False,False,False,False,False,False
Apartamento,Bairu,68.0,2.0,2.0,1.0,280000,300.0,True,False,False,False,False,False,False,False,True,False
Apartamento,Bairu,85.0,2.0,3.0,1.0,245000,290.0,True,False,False,False,False,False,False,False,False,False
Apartamento,Bairu,55.0,2.0,2.0,1.0,299000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Bairu,85.0,2.0,1.0,1.0,239000,280.0,True,True,False,False,False,False,False,False,False,False
Apartamento,Bairu,85.0,2.0,2.0,,249000,280.0,True,True,False,False,False,False,False,False,False,False
Apartamento,Bairu,69.0,2.0,2.0,1.0,289000,150.0,True,False,False,True,True,False,False,True,False,False
Apartamento,Bairu,69.0,2.0,2.0,1.0,289000,150.0,False,False,False,True,True,False,False,True,True,False
Apartamento,Bairu,70.0,2.0,1.0,1.0,259999,,False,False,False,False,True,False,False,False,False,False
Apartamento,Bairu,65.0,2.0,2.0,1.0,319000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Bairu,69.0,2.0,2.0,1.0,289000,150.0,True,True,False,True,True,False,False,True,False,False
Apartamento,Bairu,87.0,2.0,3.0,1.0,245000,249.0,True,False,False,False,False,False,False,False,True,True
Apartamento,Bairu,73.0,2.0,2.0,1.0,349000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Bairu,66.0,2.0,2.0,1.0,290000,275.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Bairu,80.0,2.0,1.0,1.0,350000,266.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Bairu,78.0,2.0,2.0,1.0,280000,,True,False,False,True,True,False,False,True,False,False
Apartamento,Bairu,93.0,3.0,1.0,1.0,260000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Bairu,73.0,2.0,2.0,1.0,319000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Bairu,65.0,2.0,2.0,1.0,295000,200.0,True,True,False,False,True,False,False,False,False,False
Apartamento,Bairu,75.0,2.0,2.0,1.0,285000,270.0,False,True,False,False,False,False,False,False,False,False
Apartamento,Bairu,80.0,1.0,1.0,1.0,160000,200.0,True,True,False,False,False,False,True,False,False,False
Apartamento,Bairu,68.0,2.0,2.0,1.0,289000,,True,True,False,True,True,False,False,False,False,False
Apartamento,Bairu,10.0,2.0,2.0,1.0,280000,305.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Bairu,87.0,2.0,2.0,1.0,249900,250.0,True,False,False,False,True,False,True,False,False,True
Apartamento,Bairu,70.0,2.0,1.0,1.0,299000,,False,False,False,True,False,False,False,False,False,False
Apartamento,Bairu,69.0,2.0,1.0,1.0,289000,150.0,True,False,False,True,True,False,False,True,False,False
Apartamento,Bairu,84.0,2.0,2.0,1.0,249000,100.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Bairu,75.0,2.0,2.0,,325000,1.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Bairu,70.0,2.0,2.0,1.0,349000,,False,False,False,True,True,False,False,False,False,False
Apartamento,Bairu,87.0,3.0,2.0,1.0,345000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Bairu,82.0,2.0,2.0,1.0,199900,,False,False,False,False,False,False,False,False,False,False
Apartamento,Bairu,95.0,2.0,2.0,1.0,280000,280.0,True,False,False,True,True,False,False,False,False,False
Apartamento,Bairu,72.0,2.0,2.0,,319000,1.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Bandeirantes,55.0,2.0,1.0,1.0,120000,260.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Bandeirantes,60.0,2.0,1.0,1.0,170000,250.0,True,True,False,False,False,False,True,False,False,True
Apartamento,Bandeirantes,75.0,2.0,2.0,1.0,319900,250.0,False,False,True,True,False,True,True,False,False,False
Apartamento,Bandeirantes,97.0,2.0,2.0,1.0,230000,147.0,True,False,False,False,False,False,False,False,True,False
Apartamento,Bandeirantes,54.0,2.0,1.0,1.0,175000,260.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Bandeirantes,44.0,2.0,1.0,1.0,175000,,True,False,True,True,False,True,False,False,False,False
Apartamento,Bandeirantes,45.0,2.0,1.0,1.0,225000,,False,True,True,True,False,False,True,False,False,False
Apartamento,Bandeirantes,75.0,2.0,1.0,1.0,149000,140.0,True,False,False,False,False,False,False,False,False,False
Apartamento,Bandeirantes,85.0,2.0,2.0,1.0,280000,241.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Bandeirantes,90.0,2.0,2.0,1.0,200000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Bandeirantes,58.0,2.0,1.0,1.0,170000,260.0,True,False,False,False,False,False,False,False,False,False
Apartamento,Bandeirantes,40.0,1.0,1.0,1.0,199000,220.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Bandeirantes,58.0,2.0,1.0,1.0,170000,260.0,True,False,True,False,False,False,True,False,False,True
Apartamento,Bandeirantes,70.0,3.0,1.0,1.0,165000,180.0,True,False,False,False,False,False,False,False,False,False
Apartamento,Bandeirantes,62.0,2.0,1.0,1.0,200000,300.0,True,False,False,True,True,False,False,False,False,True
Apartamento,Bandeirantes,80.0,3.0,1.0,1.0,260000,205.0,False,False,False,False,False,False,False,False,False,False
